答题序号,来源,Q1_1、您的年龄为,Q2_您的性别,Q3_您的学历为：,Q4_您的月收入为：,Q5_您所在的地区为：,Q6_您的职业为：,Q7_您消费过以下哪类虚拟偶像：,Q8_您选择消费虚拟偶像的目的是：,Q9_您最近一年是否消费过虚拟偶像？（如漫画周边、演唱会等）,Q10_您能够接受的虚拟偶像相关产品的价格范围是：,Q11_您为以下哪种方面付费过？,Q12_您更倾向于消费哪一类虚拟偶像相关产品：,Q13_下列因素影响了您对虚拟偶像的付费程度,Q14_您觉得虚拟偶像是否能满足您的需求：,Q15_您是否有消费虚拟偶像的需求：,Q16_假如您打算消费虚拟偶像的话，您会从哪个方面进行选择：,Q17_倘若您愿意进行虚拟偶像的付费，您能够接受的虚拟偶像相关产品的价格范围是：,Q18_您更倾向于在消费哪一类虚拟偶像相关产品：,Q19_您认为现下虚拟偶像的发展处于哪个阶段？,Q20_您身边的亲戚、朋友、同事等人是否知道或者消费虚拟偶像？,Q21_假如虚拟偶像发展成熟，满足了您的需求，您是否愿意使用虚拟偶像来代替流量明星？,Q22_您认为虚拟偶像 未来的发展前景是：,开始时间,提交时间,答题时长,IP省份,IP城市,IP地址,浏览器,操作系统
195,E_307_5fd2e6d07654800d23a793d1_4YDNxETM,30-45 岁,女,本科,15001-20000 元,华北地区(包括北京、天津、河北、山西、内蒙古),政府/事业单位人员,A-SOUL（嘉然今天吃什么）,不会塌房，追星更加稳定,花过，501 元到 1000 元,每月 501 到 1000 元,漫画等周边,游戏,虚拟偶像种类:29.0|相关产品的丰富度:37.0|付费价格:7.0|其他:27.0,,,,,,成熟阶段，设置完善，已经成为了大多数人锻炼健身、科学饮食的首选,已经成为一种潮流,会，虚拟偶像不容易塌房。,一般，流量明星仍然是占据主流,2022-02-04 16:30:21,2022-02-04 16:32:55,02分34秒,陕西省,,111.18.179.79,Chrome 88.0.4324.93,Android Linux 10
196,E_307_61557bf41b2425432308395e_4YDNxETM,19-29 岁,女,本科,2000 元以下,西南地区（包括重庆、程度、云南、贵州、西藏）,学生,初音未来|洛天依,不会塌房，追星更加稳定|审美需要,花过，200至 500 元,每月 50 到 200 元,代言品牌|漫画等周边|游戏,漫画等周边|游戏,虚拟偶像种类:24.0|相关产品的丰富度:45.0|付费价格:10.0|其他:21.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 16:30:12,2022-02-04 16:33:02,02分50秒,四川省,成都市,101.206.167.208,Chrome 83.0.4103.106,Android Linux 11
197,E_307_60a1b05f33f0c4ba8a99ce7e_4YDNxETM,19-29 岁,男,本科,5000-9999 元,华南地区(包括广东、广西、海南、澳门、香港),自由职业者,初音未来|柳叶熙|aespa,娱乐消费，能够带来快乐|精神寄托,花过，501 元到 1000 元,每月 50 元以下,代言品牌|线上/线下 演唱会,直播打赏|线上/线下 演唱会|游戏,虚拟偶像种类:47.0|相关产品的丰富度:39.0|付费价格:14.0|其他:0.0,,,,,,成熟阶段，设置完善，已经成为了大多数人锻炼健身、科学饮食的首选,有一小部分人,不会，更喜欢追求真人明星,一般，流量明星仍然是占据主流,2022-02-04 16:30:01,2022-02-04 16:33:05,03分04秒,广西壮族自治区,贵港市,116.11.76.119,Chrome 80.0.3987.99,Android Linux 10
198,E_307_61dd9b471b2425f1886fd8e7_4YDNxETM,19-29 岁,男,大专,5000-9999 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),普通工人,洛天依,不会塌房，追星更加稳定,花过，501 元到 1000 元,每月 50 元以下,代言品牌|漫画等周边,代言品牌|线上/线下 演唱会,虚拟偶像种类:71.0|相关产品的丰富度:19.0|付费价格:10.0|其他:0.0,,,,,,成熟阶段，设置完善，已经成为了大多数人锻炼健身、科学饮食的首选,有一小部分人,会，虚拟偶像不容易塌房。,一般，流量明星仍然是占据主流,2022-02-04 16:30:35,2022-02-04 16:33:05,02分30秒,浙江省,杭州市,125.210.251.209,Chrome 88.0.4324.93,Android Linux 10
199,E_307_61f117b333f0c4d243151d8d_4YDNxETM,19-29 岁,女,大专,5000-9999 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),企业管理人员,我只听说过，但是没有消费过,,,,,,,不一定，因为我还没有进一步消费体验,没有，我觉得不需要虚拟偶像,虚拟偶像产品的质量和丰富度,不愿付费（跳转 14 题）,漫画等周边,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,会，虚拟偶像不容易塌房。,一般，流量明星仍然是占据主流,2022-02-04 16:30:38,2022-02-04 16:33:08,02分30秒,黑龙江省,哈尔滨市,42.100.165.246,Chrome 88.0.4324.93,Android Linux 10
200,E_307_54c05631c1a87d4cfd59df35_4YDNxETM,19-29 岁,女,本科,5000-9999 元,华中地区(包括湖北、湖南、河南),普通职员,我只听说过，但是没有消费过,,,,,,,不可以，虚拟偶像根本无法满足需求,没有，我觉得不需要虚拟偶像,亲朋好友的推荐及评价,不愿付费（跳转 14 题）,代言品牌,创立阶段，虚拟偶像种类不多，相关的产品也不多,没有,不会，更喜欢追求真人明星,没有什么发展前景，虚拟偶像面向的群体很薄弱且小众,2022-02-04 16:30:40,2022-02-04 16:33:10,02分30秒,湖北省,武汉市,27.17.192.132,Unknown Browser,iPhone iOS 11.4.1
201,E_307_518a6d64ffb53a74cbbe4d14_4YDNxETM,30-45 岁,男,本科,5000-9999 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),个体经营者/承包商,我只听说过，但是没有消费过,,,,,,,不一定，因为我还没有进一步消费体验,没有，我觉得不需要虚拟偶像,虚拟偶像产品的质量和丰富度,不愿付费（跳转 14 题）,代言品牌,不太清楚,不太清楚,视具体情况而定，愿意同时接受两种偶像方式,一般，流量明星仍然是占据主流,2022-02-04 16:30:40,2022-02-04 16:33:12,02分32秒,江苏省,徐州市,223.66.180.44,Chrome 86.0.4240.198,Windows 7
202,E_307_6103c66d1b24254c426369c6_4YDNxETM,19-29 岁,男,高中,暂无收入,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),学生,洛天依,精神寄托,花过，501 元到 1000 元,每月 50 到 200 元,漫画等周边,代言品牌,虚拟偶像种类:49.0|相关产品的丰富度:27.0|付费价格:20.0|其他:4.0,,,,,,创立阶段，虚拟偶像种类不多，相关的产品也不多,没有,视具体情况而定，愿意同时接受两种偶像方式,一般，流量明星仍然是占据主流,2022-02-04 16:22:24,2022-02-04 16:33:19,10分55秒,浙江省,绍兴市,39.171.224.58,Chrome 83.0.4103.106,Android Linux 11
203,E_307_61a5ba9a33f0c423234d370b_4YDNxETM,30-45 岁,男,本科,10000-15000 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),普通工人,我只听说过，但是没有消费过,,,,,,,可以，我觉得虚拟偶像能满足我的需求,有，我需要虚拟偶像。,虚拟偶像的外型设计,每月 50 到 200 元,代言品牌|漫画等周边,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,已经成为一种潮流,会，虚拟偶像不容易塌房。,一般，流量明星仍然是占据主流,2022-02-04 16:30:46,2022-02-04 16:33:25,02分39秒,黑龙江省,哈尔滨市,42.100.166.109,Chrome 51.0.2704.81,Android Linux 6.0
204,E_307_61a45f5633f0c49870142c37_4YDNxETM,30-45 岁,男,本科,10000-15000 元,西南地区（包括重庆、程度、云南、贵州、西藏）,企业管理人员,我只听说过，但是没有消费过,,,,,,,可以，我觉得虚拟偶像能满足我的需求,有，我需要虚拟偶像。,虚拟偶像的外型设计,每月 50 到 200 元,直播打赏|漫画等周边,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,已经成为一种潮流,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 16:30:54,2022-02-04 16:33:25,02分31秒,黑龙江省,哈尔滨市,223.104.17.245,Chrome 83.0.4103.106,Android Linux 11
205,E_307_60f4023f33f0c428478c0ea5_4YDNxETM,19-29 岁,女,本科,暂无收入,华南地区(包括广东、广西、海南、澳门、香港),学生,我只听说过，但是没有消费过,,,,,,,不可以，虚拟偶像根本无法满足需求,没有，我觉得不需要虚拟偶像,虚拟偶像产品的质量和丰富度,不愿付费（跳转 14 题）,漫画等周边,推广意义不大，日常流量明星就已经能够满足需要,没有,不会，更喜欢追求真人明星,一般，流量明星仍然是占据主流,2022-02-04 16:30:03,2022-02-04 16:33:28,03分25秒,广西壮族自治区,桂林市,222.84.184.78,Chrome 88.0.4324.93,Android Linux 10
206,E_307_61a461d533f0c4986f0ceb77_4YDNxETM,19-29 岁,女,本科,5000-9999 元,华南地区(包括广东、广西、海南、澳门、香港),普通工人,我只听说过，但是没有消费过,,,,,,,可以，我觉得虚拟偶像能满足我的需求,有，我需要虚拟偶像。,虚拟偶像的才艺多样化,每月 201 至 500 元,直播打赏|漫画等周边|线上/线下 演唱会,创立阶段，虚拟偶像种类不多，相关的产品也不多,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 16:30:56,2022-02-04 16:33:29,02分33秒,黑龙江省,哈尔滨市,42.102.228.114,Chrome 83.0.4103.106,Android Linux 10
207,E_307_61a468df33f0c498701436b0_4YDNxETM,19-29 岁,男,本科,5000-9999 元,华南地区(包括广东、广西、海南、澳门、香港),普通工人,我只听说过，但是没有消费过,,,,,,,可以，我觉得虚拟偶像能满足我的需求,有，我需要虚拟偶像。,虚拟偶像的外型设计,每月 50 到 200 元,直播打赏|漫画等周边|线上/线下 演唱会,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 16:30:57,2022-02-04 16:33:29,02分32秒,黑龙江省,哈尔滨市,123.167.86.130,Chrome 79.0.3945.116,Android Linux 9
208,E_307_61a45f8c1b242552794a6058_4YDNxETM,30-45 岁,女,本科,5000-9999 元,华北地区(包括北京、天津、河北、山西、内蒙古),普通工人,我只听说过，但是没有消费过,,,,,,,可以，我觉得虚拟偶像能满足我的需求,有，我需要虚拟偶像。,虚拟偶像的才艺多样化,每月 50 到 200 元,直播打赏|漫画等周边,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 16:30:58,2022-02-04 16:33:31,02分33秒,黑龙江省,大庆市,117.136.7.121,Chrome 83.0.4103.106,Android Linux 10
209,E_307_5e971775c461316a589ea6b4_4YDNxETM,19-29 岁,男,本科,5000-9999 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),普通职员,洛天依|柳叶熙,不会塌房，追星更加稳定|精神寄托,花过，501 元到 1000 元,每月 201 至 500 元,漫画等周边|线上/线下 演唱会,代言品牌|线上/线下 演唱会,虚拟偶像种类:22.0|相关产品的丰富度:23.0|付费价格:17.0|其他:38.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 16:31:00,2022-02-04 16:33:35,02分35秒,吉林省,长春市,139.214.244.8,Chrome 88.0.4324.93,Android Linux 10
210,E_307_60324c1733f0c40328380e3f_4YDNxETM,19-29 岁,男,大专,5000-9999 元,东北地区（包括黑龙江、吉林、辽宁）,普通职员,我只听说过，但是没有消费过,,,,,,,不一定，因为我还没有进一步消费体验,没有，我觉得不需要虚拟偶像,亲朋好友的推荐及评价,每月 50 到 200 元,代言品牌|漫画等周边,成熟阶段，设置完善，已经成为了大多数人锻炼健身、科学饮食的首选,没有,不会，更喜欢追求真人明星,一般，流量明星仍然是占据主流,2022-02-04 16:30:46,2022-02-04 16:33:38,02分52秒,四川省,成都市,171.209.125.50,Chrome 79.0.3945.116,Android Linux 9
211,E_307_61f102d21b2425ff3fa05df4_4YDNxETM,12-18 岁,女,大专,5000-9999 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),普通工人,我只听说过，但是没有消费过,,,,,,,不一定，因为我还没有进一步消费体验,没有，我觉得不需要虚拟偶像,虚拟偶像的才艺多样化,不愿付费（跳转 14 题）,代言品牌,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,已经成为一种潮流,会，虚拟偶像不容易塌房。,一般，流量明星仍然是占据主流,2022-02-04 16:31:10,2022-02-04 16:33:44,02分34秒,黑龙江省,哈尔滨市,42.100.136.251,Chrome 88.0.4324.93,Android Linux 10
212,E_307_61a8788433f0c4a17123a253_4YDNxETM,19-29 岁,女,本科,2000-4999 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),普通职员,初音未来,娱乐消费，能够带来快乐|精神寄托,从未,,,,,不一定，因为我还没有进一步消费体验,没有，我觉得不需要虚拟偶像,虚拟偶像的才艺多样化,每月 50 元以下,代言品牌|漫画等周边,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,会，虚拟偶像不容易塌房。,没有什么发展前景，虚拟偶像面向的群体很薄弱且小众,2022-02-04 16:31:27,2022-02-04 16:33:55,02分28秒,上海市,上海市,101.87.77.23,Unknown Browser,iPhone iOS 14.8.1
213,E_307_569f7ac6c1a87d7de2c27c20_4YDNxETM,19-29 岁,男,本科,15001-20000 元,华中地区(包括湖北、湖南、河南),普通工人,洛天依|A-SOUL（嘉然今天吃什么）,不会塌房，追星更加稳定,花过，200至 500 元,每月 50 元以下,代言品牌|漫画等周边,代言品牌|漫画等周边,虚拟偶像种类:40.0|相关产品的丰富度:35.0|付费价格:25.0|其他:0.0,,,,,,成熟阶段，设置完善，已经成为了大多数人锻炼健身、科学饮食的首选,有一小部分人,会，虚拟偶像不容易塌房。,一般，流量明星仍然是占据主流,2022-02-04 16:31:20,2022-02-04 16:33:59,02分39秒,北京市,北京市,1.202.81.178,Chrome 97.0.4692.99,Windows 7
214,E_307_61a47fbd1b242552794a86a6_4YDNxETM,19-29 岁,女,本科,10000-15000 元,华北地区(包括北京、天津、河北、山西、内蒙古),普通工人,我只听说过，但是没有消费过,,,,,,,可以，我觉得虚拟偶像能满足我的需求,有，我需要虚拟偶像。,虚拟偶像的外型设计,每月 50 到 200 元,直播打赏|漫画等周边,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 16:31:20,2022-02-04 16:33:59,02分39秒,黑龙江省,哈尔滨市,42.102.224.191,Chrome 83.0.4103.106,Android Linux 10
215,E_307_61a5c38433f0c423234d3fb2_4YDNxETM,19-29 岁,男,本科,5000-9999 元,华中地区(包括湖北、湖南、河南),普通职员,我只听说过，但是没有消费过,,,,,,,可以，我觉得虚拟偶像能满足我的需求,有，我需要虚拟偶像。,虚拟偶像的才艺多样化,每月 201 至 500 元,代言品牌|线上/线下 演唱会,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 16:31:16,2022-02-04 16:33:59,02分43秒,黑龙江省,哈尔滨市,223.104.17.216,Chrome 87.0.4280.101,Android Linux 10
216,E_307_5f38f27ac46131549d586ad6_4YDNxETM,19-29 岁,女,本科,10000-15000 元,华南地区(包括广东、广西、海南、澳门、香港),企业管理人员,洛天依,娱乐消费，能够带来快乐,花过，200至 500 元,每月 50 到 200 元,代言品牌|游戏,直播打赏|代言品牌|漫画等周边,虚拟偶像种类:25.0|相关产品的丰富度:30.0|付费价格:24.0|其他:21.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,视具体情况而定，愿意同时接受两种偶像方式,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 16:31:27,2022-02-04 16:34:09,02分42秒,广东省,湛江市,223.104.64.94,Chrome 68.0.3440.91,Android Linux 9
217,E_307_60d424ca33f0c43b09fad689_4YDNxETM,30-45 岁,女,本科,10000-15000 元,华北地区(包括北京、天津、河北、山西、内蒙古),普通工人,我只听说过，但是没有消费过,,,,,,,不一定，因为我还没有进一步消费体验,没有，我觉得不需要虚拟偶像,虚拟偶像产品的质量和丰富度,不愿付费（跳转 14 题）,漫画等周边,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,没有,不会，更喜欢追求真人明星,一般，流量明星仍然是占据主流,2022-02-04 16:31:35,2022-02-04 16:34:17,02分42秒,北京市,北京市,223.72.91.201,Chrome 88.0.4324.93,Android Linux 10
218,E_307_5bde41a2c1a87d1eea44d93b_4YDNxETM,19-29 岁,男,高中,5000-9999 元,华中地区(包括湖北、湖南、河南),普通工人,我只听说过，但是没有消费过,,,,,,,不可以，虚拟偶像根本无法满足需求,没有，我觉得不需要虚拟偶像,亲朋好友的推荐及评价,每月 201 至 500 元,直播打赏|漫画等周边,推广意义不大，日常流量明星就已经能够满足需要,有一小部分人,会，虚拟偶像不容易塌房。,没有什么发展前景，虚拟偶像面向的群体很薄弱且小众,2022-02-04 16:27:05,2022-02-04 16:34:23,07分18秒,四川省,达州市,171.92.67.112,Chrome 81.0.4044.145,Android Linux 9
