答题序号,来源,Q1_1、您的年龄为,Q2_您的性别,Q3_您的学历为：,Q4_您的月收入为：,Q5_您所在的地区为：,Q6_您的职业为：,Q7_您消费过以下哪类虚拟偶像：,Q8_您选择消费虚拟偶像的目的是：,Q9_您最近一年是否消费过虚拟偶像？（如漫画周边、演唱会等）,Q10_您能够接受的虚拟偶像相关产品的价格范围是：,Q11_您为以下哪种方面付费过？,Q12_您更倾向于消费哪一类虚拟偶像相关产品：,Q13_下列因素影响了您对虚拟偶像的付费程度,Q14_您觉得虚拟偶像是否能满足您的需求：,Q15_您是否有消费虚拟偶像的需求：,Q16_假如您打算消费虚拟偶像的话，您会从哪个方面进行选择：,Q17_倘若您愿意进行虚拟偶像的付费，您能够接受的虚拟偶像相关产品的价格范围是：,Q18_您更倾向于在消费哪一类虚拟偶像相关产品：,Q19_您认为现下虚拟偶像的发展处于哪个阶段？,Q20_您身边的亲戚、朋友、同事等人是否知道或者消费虚拟偶像？,Q21_假如虚拟偶像发展成熟，满足了您的需求，您是否愿意使用虚拟偶像来代替流量明星？,Q22_您认为虚拟偶像 未来的发展前景是：,开始时间,提交时间,答题时长,IP省份,IP城市,IP地址,浏览器,操作系统
227,E_307_61f4c4821b2425ff3c993e72_yMDNxETM,19-29 岁,女,大专,2000-4999 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),普通职员,我只听说过，但是没有消费过,,,,,,,不一定，因为我还没有进一步消费体验,没有，我觉得不需要虚拟偶像,亲朋好友的推荐及评价,每月 50 元以下,代言品牌|线上/线下 演唱会,推广意义不大，日常流量明星就已经能够满足需要,没有,不会，更喜欢追求真人明星,没有什么发展前景，虚拟偶像面向的群体很薄弱且小众,2022-02-04 11:47:30,2022-02-04 11:50:01,02分31秒,,,36.142.149.251,Chrome 88.0.4324.93,Android Linux 9
228,E_307_61408f0033f0c40da95259cb_yMDNxETM,30-45 岁,女,本科,5000-9999 元,华北地区(包括北京、天津、河北、山西、内蒙古),普通职员,我只听说过，但是没有消费过,,,,,,,不可以，虚拟偶像根本无法满足需求,没有，我觉得不需要虚拟偶像,亲朋好友的推荐及评价,不愿付费（跳转 14 题）,代言品牌,不太清楚,不太清楚,不会，更喜欢追求真人明星,没有什么发展前景，虚拟偶像面向的群体很薄弱且小众,2022-02-04 11:47:21,2022-02-04 11:50:06,02分45秒,河北省,石家庄市,183.197.22.218,Chrome 83.0.4103.106,Android Linux 10
229,E_307_61da4f9233f0c414fdff42e3_yMDNxETM,12-18 岁,女,本科,2000 元以下,华南地区(包括广东、广西、海南、澳门、香港),学生,洛天依|A-SOUL（嘉然今天吃什么）,审美需要,花过，1000 元以上,每月 201 至 500 元,漫画等周边,漫画等周边,虚拟偶像种类:32.0|相关产品的丰富度:36.0|付费价格:8.0|其他:24.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,会，虚拟偶像不容易塌房。,一般，流量明星仍然是占据主流,2022-02-04 11:47:38,2022-02-04 11:50:08,02分30秒,,,223.104.219.73,Chrome 88.0.4324.93,Android Linux 10
230,E_307_61037c0c1b24254c4262cdc0_yMDNxETM,19-29 岁,男,本科,10000-15000 元,华南地区(包括广东、广西、海南、澳门、香港),个体经营者/承包商,洛天依|aespa,精神寄托,花过，1000 元以上,每月 50 到 200 元,代言品牌|游戏,代言品牌|线上/线下 演唱会|游戏,虚拟偶像种类:43.0|相关产品的丰富度:22.0|付费价格:17.0|其他:18.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,会，虚拟偶像不容易塌房。,一般，流量明星仍然是占据主流,2022-02-04 11:47:30,2022-02-04 11:50:17,02分47秒,河南省,洛阳市,182.118.238.30,Chrome 90.0.4430.210,Android Linux 11
231,E_307_61fb51ca33f0c4d241114514_yMDNxETM,19-29 岁,女,本科,5000-9999 元,华南地区(包括广东、广西、海南、澳门、香港),企业管理人员,洛天依,不会塌房，追星更加稳定,花过，501 元到 1000 元,每月 201 至 500 元,代言品牌|漫画等周边,漫画等周边,虚拟偶像种类:80.0|相关产品的丰富度:20.0|付费价格:0.0|其他:0.0,,,,,,创立阶段，虚拟偶像种类不多，相关的产品也不多,不太清楚,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:47:12,2022-02-04 11:50:19,03分07秒,广西壮族自治区,南宁市,223.104.90.233,Chrome 83.0.4103.106,Android Linux 11
232,E_307_6156aa581b24256dee6c8666_yMDNxETM,12-18 岁,男,本科,10000-15000 元,华南地区(包括广东、广西、海南、澳门、香港),企业管理人员,初音未来|洛天依|柳叶熙|aespa,不会塌房，追星更加稳定|精神寄托|审美需要,花过，200至 500 元,每月 50 到 200 元,代言品牌|漫画等周边,代言品牌|漫画等周边,虚拟偶像种类:45.0|相关产品的丰富度:7.0|付费价格:41.0|其他:7.0,,,,,,成熟阶段，设置完善，已经成为了大多数人锻炼健身、科学饮食的首选,没有,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:47:50,2022-02-04 11:50:20,02分30秒,广东省,汕头市,120.82.121.89,Chrome 88.0.4324.93,Android Linux 10
233,E_307_61fc6f6533f0c4d241118e20_yMDNxETM,30-45 岁,女,本科,5000-9999 元,西南地区（包括重庆、程度、云南、贵州、西藏）,普通职员,我只听说过，但是没有消费过,,,,,,,不一定，因为我还没有进一步消费体验,没有，我觉得不需要虚拟偶像,虚拟偶像的外型设计,每月 50 元以下,直播打赏|漫画等周边,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,不会，更喜欢追求真人明星,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:47:54,2022-02-04 11:50:23,02分29秒,重庆市,重庆市,183.228.16.47,Unknown Browser,iPhone iOS 14.2
234,E_307_61b2ea191b2425dadc470b7f_yMDNxETM,19-29 岁,男,本科,2000-4999 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),普通职员,初音未来|洛天依|A-SOUL（嘉然今天吃什么）|柳叶熙|aespa,娱乐消费，能够带来快乐|不会塌房，追星更加稳定|精神寄托|审美需要,花过，501 元到 1000 元,每月 50 元以下,直播打赏|代言品牌|漫画等周边|线上/线下 演唱会|游戏,直播打赏|代言品牌|漫画等周边|线上/线下 演唱会|游戏,虚拟偶像种类:12.0|相关产品的丰富度:19.0|付费价格:55.0|其他:14.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,已经成为一种潮流,视具体情况而定，愿意同时接受两种偶像方式,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:39:01,2022-02-04 11:50:25,11分24秒,山东省,潍坊市,111.37.131.145,Chrome 88.0.4324.93,Android Linux 10
235,E_307_61fb68471b2425ff3ea84cb0_yMDNxETM,19-29 岁,女,本科,5000-9999 元,华南地区(包括广东、广西、海南、澳门、香港),自由职业者,初音未来,娱乐消费，能够带来快乐|精神寄托,花过，200至 500 元,每月 50 到 200 元,代言品牌|漫画等周边,漫画等周边|线上/线下 演唱会,虚拟偶像种类:50.0|相关产品的丰富度:31.0|付费价格:19.0|其他:0.0,,,,,,创立阶段，虚拟偶像种类不多，相关的产品也不多,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:47:46,2022-02-04 11:50:26,02分40秒,广西壮族自治区,钦州市,180.143.71.104,Chrome 88.0.4324.93,Android Linux 10
236,E_307_61a4902633f0c4987114149f_yMDNxETM,30-45 岁,女,本科,10000-15000 元,华北地区(包括北京、天津、河北、山西、内蒙古),政府/事业单位人员,我只听说过，但是没有消费过,,,,,,,不一定，因为我还没有进一步消费体验,有，我需要虚拟偶像。,虚拟偶像的才艺多样化,每月 201 至 500 元,直播打赏|漫画等周边,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,会，虚拟偶像不容易塌房。,一般，流量明星仍然是占据主流,2022-02-04 11:47:57,2022-02-04 11:50:29,02分32秒,黑龙江省,哈尔滨市,123.167.78.47,Chrome 83.0.4103.106,Android Linux 10
237,E_307_61d196e633f0c47da4b21c48_yMDNxETM,19-29 岁,女,本科,5000-9999 元,华北地区(包括北京、天津、河北、山西、内蒙古),普通职员,洛天依,精神寄托,花过，200至 500 元,每月 201 至 500 元,漫画等周边,漫画等周边|线上/线下 演唱会,虚拟偶像种类:24.0|相关产品的丰富度:26.0|付费价格:32.0|其他:18.0,,,,,,创立阶段，虚拟偶像种类不多，相关的产品也不多,有一小部分人,不会，更喜欢追求真人明星,一般，流量明星仍然是占据主流,2022-02-04 11:48:00,2022-02-04 11:50:29,02分29秒,河北省,保定市,183.197.226.30,Unknown Browser,iPhone iOS 14.7.1
238,E_307_569f7ac6c1a87d7de2c27c20_yMDNxETM,19-29 岁,男,本科,15001-20000 元,华北地区(包括北京、天津、河北、山西、内蒙古),普通职员,初音未来|洛天依|柳叶熙,娱乐消费，能够带来快乐,花过，200至 500 元,每月 50 元以下,直播打赏|代言品牌|漫画等周边,代言品牌|漫画等周边,虚拟偶像种类:34.0|相关产品的丰富度:35.0|付费价格:24.0|其他:7.0,,,,,,成熟阶段，设置完善，已经成为了大多数人锻炼健身、科学饮食的首选,有一小部分人,会，虚拟偶像不容易塌房。,一般，流量明星仍然是占据主流,2022-02-04 11:47:47,2022-02-04 11:50:30,02分43秒,北京市,北京市,1.202.81.178,Chrome 97.0.4692.99,Windows 7
239,E_307_61308a391b2425de554e0d37_yMDNxETM,30-45 岁,女,大专,2000-4999 元,华南地区(包括广东、广西、海南、澳门、香港),普通职员,我只听说过，但是没有消费过,,,,,,,可以，我觉得虚拟偶像能满足我的需求,有，我需要虚拟偶像。,虚拟偶像的外型设计,每月 50 元以下,直播打赏,创立阶段，虚拟偶像种类不多，相关的产品也不多,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:47:59,2022-02-04 11:50:32,02分33秒,四川省,广元市,171.91.252.181,Chrome 87.0.4280.101,Android Linux 10
240,E_307_61c6aaa51b24259c2deee849_yMDNxETM,30-45 岁,女,大专,5000-9999 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),其他:家庭主妇,柳叶熙,娱乐消费，能够带来快乐,花过，200 元以下,每月 50 元以下,漫画等周边|线上/线下 演唱会|游戏,游戏,虚拟偶像种类:67.0|相关产品的丰富度:33.0|付费价格:0.0|其他:0.0,,,,,,成熟阶段，设置完善，已经成为了大多数人锻炼健身、科学饮食的首选,有一小部分人,不会，更喜欢追求真人明星,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:47:45,2022-02-04 11:50:34,02分49秒,福建省,三明市,121.206.174.29,Chrome 68.0.3440.91,Android Linux 9
241,E_307_60d355de1b24259bdf858b96_yMDNxETM,19-29 岁,女,高中,5000-9999 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),自由职业者,洛天依,不会塌房，追星更加稳定,花过，200至 500 元,每月 50 元以下,漫画等周边,漫画等周边,虚拟偶像种类:28.0|相关产品的丰富度:32.0|付费价格:30.0|其他:10.0,,,,,,成熟阶段，设置完善，已经成为了大多数人锻炼健身、科学饮食的首选,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:48:09,2022-02-04 11:50:39,02分30秒,,,39.144.101.27,Chrome 83.0.4103.106,Android Linux 11
242,E_307_609e18f333f0c48b3c905841_yMDNxETM,30-45 岁,女,本科,10000-15000 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),自由职业者,洛天依|A-SOUL（嘉然今天吃什么）|柳叶熙,不会塌房，追星更加稳定|精神寄托,花过，501 元到 1000 元,每月 201 至 500 元,漫画等周边|线上/线下 演唱会,漫画等周边|游戏,虚拟偶像种类:22.0|相关产品的丰富度:24.0|付费价格:26.0|其他:28.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,已经成为一种潮流,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:48:07,2022-02-04 11:50:41,02分34秒,北京市,北京市,114.254.1.181,Chrome 83.0.4103.106,Android Linux 11
243,E_307_60efea3a33f0c4081b41ce3c_yMDNxETM,19-29 岁,男,本科,15001-20000 元,华北地区(包括北京、天津、河北、山西、内蒙古),自由职业者,初音未来|洛天依|柳叶熙,娱乐消费，能够带来快乐|不会塌房，追星更加稳定|精神寄托|审美需要,花过，1000 元以上,每月 201 至 500 元,直播打赏|代言品牌|漫画等周边|游戏,代言品牌|漫画等周边|游戏,虚拟偶像种类:17.0|相关产品的丰富度:29.0|付费价格:28.0|其他:26.0,,,,,,创立阶段，虚拟偶像种类不多，相关的产品也不多,有一小部分人,视具体情况而定，愿意同时接受两种偶像方式,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:48:13,2022-02-04 11:50:43,02分30秒,贵州省,黔南布依族苗族自治州,114.138.158.147,Unknown Browser,iPhone iOS 15.3
244,E_307_61cd03d633f0c45b637f28d9_yMDNxETM,30-45 岁,女,本科,10000-15000 元,华中地区(包括湖北、湖南、河南),普通工人,我只听说过，但是没有消费过,,,,,,,不一定，因为我还没有进一步消费体验,有，我需要虚拟偶像。,虚拟偶像的才艺多样化,每月 50 到 200 元,直播打赏|漫画等周边,创立阶段，虚拟偶像种类不多，相关的产品也不多,有一小部分人,会，虚拟偶像不容易塌房。,一般，流量明星仍然是占据主流,2022-02-04 11:47:59,2022-02-04 11:50:48,02分49秒,黑龙江省,哈尔滨市,42.102.228.208,Chrome 64.0.3282.137,Android Linux 7.0
245,E_307_61b82ec31b2425dadd4cb330_yMDNxETM,19-29 岁,女,本科,2000 元以下,华南地区(包括广东、广西、海南、澳门、香港),学生,我只听说过，但是没有消费过,,,,,,,不一定，因为我还没有进一步消费体验,没有，我觉得不需要虚拟偶像,虚拟偶像产品的质量和丰富度,每月 50 到 200 元,漫画等周边|游戏,不太清楚,有一小部分人,视具体情况而定，愿意同时接受两种偶像方式,一般，流量明星仍然是占据主流,2022-02-04 11:47:43,2022-02-04 11:50:56,03分13秒,广东省,佛山市,113.71.225.55,Chrome 92.0.4515.159,Android Linux 11
246,E_307_61f4e99233f0c4d244199835_yMDNxETM,19-29 岁,女,本科,暂无收入,东北地区（包括黑龙江、吉林、辽宁）,学生,我只听说过，但是没有消费过,,,,,,,不一定，因为我还没有进一步消费体验,没有，我觉得不需要虚拟偶像,虚拟偶像产品的质量和丰富度,每月 50 到 200 元,漫画等周边,创立阶段，虚拟偶像种类不多，相关的产品也不多,有一小部分人,视具体情况而定，愿意同时接受两种偶像方式,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:48:21,2022-02-04 11:51:01,02分40秒,河南省,信阳市,223.90.116.150,Chrome 88.0.4324.93,Android Linux 10
247,E_307_61d2801933f0c47da5b395c3_yMDNxETM,19-29 岁,女,本科,20000 元以上,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),自由职业者,洛天依,不会塌房，追星更加稳定,花过，501 元到 1000 元,每月 50 元以下,漫画等周边,代言品牌,虚拟偶像种类:29.0|相关产品的丰富度:27.0|付费价格:26.0|其他:18.0,,,,,,创立阶段，虚拟偶像种类不多，相关的产品也不多,已经成为一种潮流,视具体情况而定，愿意同时接受两种偶像方式,一般，流量明星仍然是占据主流,2022-02-04 11:48:33,2022-02-04 11:51:06,02分33秒,,,223.104.41.187,Chrome 83.0.4103.106,Android Linux 11
248,E_307_61cd00f333f0c45b647f5106_yMDNxETM,19-29 岁,女,本科,10000-15000 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),企业管理人员,我只听说过，但是没有消费过,,,,,,,可以，我觉得虚拟偶像能满足我的需求,有，我需要虚拟偶像。,虚拟偶像的外型设计,每月 201 至 500 元,直播打赏|漫画等周边,创立阶段，虚拟偶像种类不多，相关的产品也不多,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:48:33,2022-02-04 11:51:07,02分34秒,黑龙江省,哈尔滨市,117.136.56.6,Chrome 64.0.3282.137,Android Linux 7.0
249,E_307_61cd028e1b242521508aacae_yMDNxETM,19-29 岁,男,本科,10000-15000 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),企业管理人员,我只听说过，但是没有消费过,,,,,,,可以，我觉得虚拟偶像能满足我的需求,有，我需要虚拟偶像。,虚拟偶像的外型设计,每月 201 至 500 元,代言品牌|线上/线下 演唱会,创立阶段，虚拟偶像种类不多，相关的产品也不多,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:47:59,2022-02-04 11:51:09,03分10秒,黑龙江省,绥化市,60.15.137.176,Chrome 64.0.3282.137,Android Linux 7.0
