答题序号,来源,Q1_1、您的年龄为,Q2_您的性别,Q3_您的学历为：,Q4_您的月收入为：,Q5_您所在的地区为：,Q6_您的职业为：,Q7_您消费过以下哪类虚拟偶像：,Q8_您选择消费虚拟偶像的目的是：,Q9_您最近一年是否消费过虚拟偶像？（如漫画周边、演唱会等）,Q10_您能够接受的虚拟偶像相关产品的价格范围是：,Q11_您为以下哪种方面付费过？,Q12_您更倾向于消费哪一类虚拟偶像相关产品：,Q13_下列因素影响了您对虚拟偶像的付费程度,Q14_您觉得虚拟偶像是否能满足您的需求：,Q15_您是否有消费虚拟偶像的需求：,Q16_假如您打算消费虚拟偶像的话，您会从哪个方面进行选择：,Q17_倘若您愿意进行虚拟偶像的付费，您能够接受的虚拟偶像相关产品的价格范围是：,Q18_您更倾向于在消费哪一类虚拟偶像相关产品：,Q19_您认为现下虚拟偶像的发展处于哪个阶段？,Q20_您身边的亲戚、朋友、同事等人是否知道或者消费虚拟偶像？,Q21_假如虚拟偶像发展成熟，满足了您的需求，您是否愿意使用虚拟偶像来代替流量明星？,Q22_您认为虚拟偶像 未来的发展前景是：,开始时间,提交时间,答题时长,IP省份,IP城市,IP地址,浏览器,操作系统
247,E_307_610f0f8f1b242516e76fbd12_2IDNxETM,19-29 岁,男,本科,10000-15000 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),普通职员,初音未来|洛天依,娱乐消费，能够带来快乐|不会塌房，追星更加稳定,花过，200至 500 元,每月 50 到 200 元,直播打赏|漫画等周边,代言品牌|线上/线下 演唱会,虚拟偶像种类:68.0|相关产品的丰富度:20.0|付费价格:12.0|其他:0.0,,,,,,成熟阶段，设置完善，已经成为了大多数人锻炼健身、科学饮食的首选,已经成为一种潮流,会，虚拟偶像不容易塌房。,一般，流量明星仍然是占据主流,2022-02-04 10:43:03,2022-02-04 10:45:42,02分39秒,山东省,济南市,112.224.136.173,Chrome 83.0.4103.106,Android Linux 10
248,E_307_5df9c9a8c46131728c3b871c_2IDNxETM,30-45 岁,男,本科,5000-9999 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),企业管理人员,洛天依|柳叶熙,娱乐消费，能够带来快乐|不会塌房，追星更加稳定|精神寄托,花过，200至 500 元,每月 50 元以下,直播打赏|代言品牌|漫画等周边|线上/线下 演唱会,直播打赏|漫画等周边|游戏,虚拟偶像种类:46.0|相关产品的丰富度:43.0|付费价格:11.0|其他:0.0,,,,,,创立阶段，虚拟偶像种类不多，相关的产品也不多,有一小部分人,视具体情况而定，愿意同时接受两种偶像方式,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 10:43:15,2022-02-04 10:45:44,02分29秒,浙江省,杭州市,112.17.247.75,Unknown Browser,iPhone iOS 14.8.1
249,E_307_61f23e0333f0c4d2431629f6_2IDNxETM,30-45 岁,男,本科,10000-15000 元,华中地区(包括湖北、湖南、河南),企业管理人员,我只听说过，但是没有消费过,,,,,,,可以，我觉得虚拟偶像能满足我的需求,有，我需要虚拟偶像。,虚拟偶像的才艺多样化,每月 50 到 200 元,直播打赏|漫画等周边,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,视具体情况而定，愿意同时接受两种偶像方式,一般，流量明星仍然是占据主流,2022-02-04 10:43:13,2022-02-04 10:45:45,02分32秒,黑龙江省,哈尔滨市,42.100.229.229,Chrome 83.0.4103.106,Android Linux 10
250,E_307_61f2405033f0c4d24416dc55_2IDNxETM,30-45 岁,男,本科,5000-9999 元,华北地区(包括北京、天津、河北、山西、内蒙古),企业管理人员,我只听说过，但是没有消费过,,,,,,,可以，我觉得虚拟偶像能满足我的需求,有，我需要虚拟偶像。,虚拟偶像的外型设计,每月 50 到 200 元,代言品牌|漫画等周边,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,已经成为一种潮流,视具体情况而定，愿意同时接受两种偶像方式,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 10:43:10,2022-02-04 10:45:46,02分36秒,黑龙江省,哈尔滨市,123.167.95.87,Chrome 79.0.3945.116,Android Linux 9
251,E_307_60a7d9631b24253dfb23a032_2IDNxETM,30-45 岁,女,硕士研究生,5000-9999 元,华北地区(包括北京、天津、河北、山西、内蒙古),普通工人,我只听说过，但是没有消费过,,,,,,,不可以，虚拟偶像根本无法满足需求,没有，我觉得不需要虚拟偶像,亲朋好友的推荐及评价,不愿付费（跳转 14 题）,漫画等周边,推广意义不大，日常流量明星就已经能够满足需要,没有,视具体情况而定，愿意同时接受两种偶像方式,没有什么发展前景，虚拟偶像面向的群体很薄弱且小众,2022-02-04 10:42:39,2022-02-04 10:45:47,03分08秒,山西省,,223.104.197.211,Chrome 83.0.4103.106,Android Linux 10
252,E_307_61a717db33f0c4a16f216036_2IDNxETM,19-29 岁,女,本科,5000-9999 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),普通职员,我只听说过，但是没有消费过,,,,,,,不一定，因为我还没有进一步消费体验,有，我需要虚拟偶像。,虚拟偶像的才艺多样化,每月 50 元以下,直播打赏|代言品牌,创立阶段，虚拟偶像种类不多，相关的产品也不多,有一小部分人,会，虚拟偶像不容易塌房。,一般，流量明星仍然是占据主流,2022-02-04 10:42:34,2022-02-04 10:45:47,03分13秒,黑龙江省,哈尔滨市,42.100.164.44,Chrome 86.0.4240.99,Android Linux 8.0.0
253,E_307_61f23d9a1b2425ff3d9c038d_2IDNxETM,30-45 岁,男,本科,10000-15000 元,华中地区(包括湖北、湖南、河南),自由职业者,我只听说过，但是没有消费过,,,,,,,可以，我觉得虚拟偶像能满足我的需求,有，我需要虚拟偶像。,虚拟偶像的外型设计,每月 50 到 200 元,直播打赏|漫画等周边,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,视具体情况而定，愿意同时接受两种偶像方式,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 10:43:10,2022-02-04 10:45:47,02分37秒,黑龙江省,大庆市,117.136.7.63,Chrome 83.0.4103.106,Android Linux 10
254,E_307_61f2415133f0c4d24416ddb5_2IDNxETM,19-29 岁,男,本科,5000-9999 元,华中地区(包括湖北、湖南、河南),自由职业者,洛天依|柳叶熙,不会塌房，追星更加稳定|精神寄托,花过，200至 500 元,每月 50 到 200 元,直播打赏|漫画等周边,直播打赏|漫画等周边,虚拟偶像种类:79.0|相关产品的丰富度:21.0|付费价格:0.0|其他:0.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,会，虚拟偶像不容易塌房。,一般，流量明星仍然是占据主流,2022-02-04 10:43:14,2022-02-04 10:45:49,02分35秒,黑龙江省,哈尔滨市,42.100.226.95,Chrome 83.0.4103.106,Android Linux 10
255,E_307_61f241ce33f0c4d243162e94_2IDNxETM,19-29 岁,女,本科,5000-9999 元,华中地区(包括湖北、湖南、河南),自由职业者,洛天依|A-SOUL（嘉然今天吃什么）,娱乐消费，能够带来快乐|精神寄托,花过，200至 500 元,每月 50 到 200 元,代言品牌|漫画等周边,直播打赏|漫画等周边,虚拟偶像种类:56.0|相关产品的丰富度:44.0|付费价格:0.0|其他:0.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,会，虚拟偶像不容易塌房。,一般，流量明星仍然是占据主流,2022-02-04 10:43:16,2022-02-04 10:45:49,02分33秒,黑龙江省,大庆市,117.136.7.105,Chrome 87.0.4280.101,Android Linux 10
256,E_307_5d4c2771c46131518a16e2fa_2IDNxETM,19-29 岁,男,本科,2000-4999 元,华南地区(包括广东、广西、海南、澳门、香港),学生,洛天依|柳叶熙,娱乐消费，能够带来快乐|精神寄托,从未,,,,,可以，我觉得虚拟偶像能满足我的需求,有，我需要虚拟偶像。,虚拟偶像产品的质量和丰富度,每月 50 元以下,直播打赏|漫画等周边|游戏,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,已经成为一种潮流,不会，更喜欢追求真人明星,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 10:40:37,2022-02-04 10:45:51,05分14秒,广东省,广州市,119.129.237.83,Firefox 96.0,Windows 7
257,E_307_61beac7d1b24255488123284_2IDNxETM,30-45 岁,女,本科,5000-9999 元,西南地区（包括重庆、程度、云南、贵州、西藏）,政府/事业单位人员,我只听说过，但是没有消费过,,,,,,,不可以，虚拟偶像根本无法满足需求,没有，我觉得不需要虚拟偶像,虚拟偶像产品的质量和丰富度,每月 50 到 200 元,漫画等周边|游戏,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,视具体情况而定，愿意同时接受两种偶像方式,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 10:43:16,2022-02-04 10:45:51,02分35秒,广东省,深圳市,119.123.187.95,Chrome 70.0.3538.110,Android Linux 8.1.0
258,E_307_61f2312033f0c4d24211c64c_2IDNxETM,30-45 岁,女,本科,10000-15000 元,华南地区(包括广东、广西、海南、澳门、香港),普通工人,我只听说过，但是没有消费过,,,,,,,不一定，因为我还没有进一步消费体验,有，我需要虚拟偶像。,虚拟偶像的才艺多样化,每月 50 到 200 元,代言品牌|漫画等周边,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 10:43:20,2022-02-04 10:45:54,02分34秒,黑龙江省,大庆市,117.136.7.3,Chrome 64.0.3282.137,Android Linux 7.0
259,E_307_61f2469033f0c4d243163495_2IDNxETM,30-45 岁,女,本科,10000-15000 元,华北地区(包括北京、天津、河北、山西、内蒙古),普通工人,我只听说过，但是没有消费过,,,,,,,不一定，因为我还没有进一步消费体验,没有，我觉得不需要虚拟偶像,虚拟偶像的才艺多样化,每月 50 到 200 元,代言品牌|线上/线下 演唱会,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,已经成为一种潮流,视具体情况而定，愿意同时接受两种偶像方式,一般，流量明星仍然是占据主流,2022-02-04 10:43:19,2022-02-04 10:45:54,02分35秒,黑龙江省,哈尔滨市,42.100.230.30,Chrome 83.0.4103.106,Android Linux 10
260,E_307_61f1090333f0c4d24211206b_2IDNxETM,19-29 岁,女,本科,5000-9999 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),自由职业者,初音未来|A-SOUL（嘉然今天吃什么）,娱乐消费，能够带来快乐|精神寄托,花过，501 元到 1000 元,每月 50 到 200 元,代言品牌|漫画等周边,代言品牌|漫画等周边,虚拟偶像种类:71.0|相关产品的丰富度:29.0|付费价格:0.0|其他:0.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,已经成为一种潮流,会，虚拟偶像不容易塌房。,一般，流量明星仍然是占据主流,2022-02-04 10:43:17,2022-02-04 10:45:55,02分38秒,黑龙江省,大庆市,117.136.7.96,Chrome 62.0.3202.84,Android Linux 8.1.0
261,E_307_61f22f9a33f0c4d2431614f1_2IDNxETM,30-45 岁,女,本科,5000-9999 元,华南地区(包括广东、广西、海南、澳门、香港),普通工人,我只听说过，但是没有消费过,,,,,,,不一定，因为我还没有进一步消费体验,有，我需要虚拟偶像。,虚拟偶像的才艺多样化,每月 201 至 500 元,代言品牌|漫画等周边,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,已经成为一种潮流,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 10:43:21,2022-02-04 10:45:57,02分36秒,黑龙江省,哈尔滨市,113.0.210.71,Chrome 64.0.3282.137,Android Linux 7.0
262,E_307_5f38f27ac46131549d586ad6_2IDNxETM,19-29 岁,女,本科,10000-15000 元,华南地区(包括广东、广西、海南、澳门、香港),企业管理人员,洛天依,娱乐消费，能够带来快乐,花过，200至 500 元,每月 201 至 500 元,代言品牌|漫画等周边,代言品牌|漫画等周边,虚拟偶像种类:32.0|相关产品的丰富度:40.0|付费价格:18.0|其他:10.0,,,,,,成熟阶段，设置完善，已经成为了大多数人锻炼健身、科学饮食的首选,有一小部分人,视具体情况而定，愿意同时接受两种偶像方式,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 10:43:20,2022-02-04 10:45:58,02分38秒,广东省,湛江市,223.104.64.94,Chrome 68.0.3440.91,Android Linux 9
263,E_307_61f245cc33f0c4d24211d863_2IDNxETM,19-29 岁,男,本科,5000-9999 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),政府/事业单位人员,初音未来|A-SOUL（嘉然今天吃什么）,娱乐消费，能够带来快乐|精神寄托,花过，501 元到 1000 元,每月 50 到 200 元,代言品牌|漫画等周边,代言品牌|漫画等周边,虚拟偶像种类:55.0|相关产品的丰富度:45.0|付费价格:0.0|其他:0.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,会，虚拟偶像不容易塌房。,一般，流量明星仍然是占据主流,2022-02-04 10:43:18,2022-02-04 10:46:00,02分42秒,黑龙江省,哈尔滨市,42.100.229.63,Chrome 51.0.2704.81,Android Linux 6.0
264,E_307_61cd9fa033f0c45b627fc835_2IDNxETM,19-29 岁,女,本科,10000-15000 元,华北地区(包括北京、天津、河北、山西、内蒙古),政府/事业单位人员,柳叶熙,精神寄托,花过，501 元到 1000 元,每月 50 到 200 元,漫画等周边,代言品牌,虚拟偶像种类:84.0|相关产品的丰富度:16.0|付费价格:0.0|其他:0.0,,,,,,成熟阶段，设置完善，已经成为了大多数人锻炼健身、科学饮食的首选,已经成为一种潮流,会，虚拟偶像不容易塌房。,一般，流量明星仍然是占据主流,2022-02-04 10:42:38,2022-02-04 10:46:01,03分23秒,黑龙江省,哈尔滨市,42.102.152.98,Chrome 86.0.4240.99,Android Linux 10
265,E_307_5df4dbbdc46131728c36a7bd_2IDNxETM,19-29 岁,男,本科,2000-4999 元,华中地区(包括湖北、湖南、河南),学生,初音未来|洛天依,娱乐消费，能够带来快乐|精神寄托,花过，200 元以下,每月 50 元以下,直播打赏|漫画等周边,直播打赏|漫画等周边,虚拟偶像种类:39.0|相关产品的丰富度:48.0|付费价格:13.0|其他:0.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 10:42:12,2022-02-04 10:46:03,03分51秒,广东省,广州市,113.119.0.114,Chrome 80.0.3987.87,Windows 7
266,E_307_61838dcd33f0c4049e8405f5_2IDNxETM,19-29 岁,女,本科,5000-9999 元,西北地区(包括宁夏、新疆、青海、陕西、甘肃),自由职业者,柳叶熙|aespa,审美需要,花过，501 元到 1000 元,每月 501 到 1000 元,代言品牌,代言品牌|漫画等周边,虚拟偶像种类:67.0|相关产品的丰富度:33.0|付费价格:0.0|其他:0.0,,,,,,成熟阶段，设置完善，已经成为了大多数人锻炼健身、科学饮食的首选,已经成为一种潮流,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 10:43:32,2022-02-04 10:46:04,02分32秒,广东省,广州市,14.26.1.12,Chrome 86.0.4240.99,Android Linux 9
267,E_307_61fa7e751b2425ff3fa96ce1_2IDNxETM,30-45 岁,女,高中,2000-4999 元,华北地区(包括北京、天津、河北、山西、内蒙古),普通职员,我只听说过，但是没有消费过,,,,,,,不一定，因为我还没有进一步消费体验,没有，我觉得不需要虚拟偶像,虚拟偶像产品的质量和丰富度,每月 50 元以下,代言品牌|漫画等周边|游戏,创立阶段，虚拟偶像种类不多，相关的产品也不多,不太清楚,会，虚拟偶像不容易塌房。,其他:虚拟偶像我知道，我在电视里和抖音里都看见过，和明星一起出来在台上表演啥的！说句实话看到了之后没啥感觉，就好像以前人们都追漫画里的人物，现在虚拟偶像就是把纸片人都变成立体的了，但是虚拟偶像她得做点啥啥吧？比如明星他得演电影，唱歌，参加真人秀，虚拟偶像就全凭出来唱个歌，我本人是没啥感觉！,2022-02-04 10:37:35,2022-02-04 10:46:05,08分30秒,,,36.143.10.99,Chrome 83.0.4103.106,Android Linux 10
268,E_307_52aa48d3611ebf2314c3b729_2IDNxETM,19-29 岁,女,硕士研究生,10000-15000 元,华南地区(包括广东、广西、海南、澳门、香港),企业管理人员,初音未来|洛天依|柳叶熙,娱乐消费，能够带来快乐|精神寄托|审美需要,花过，1000 元以上,每月 50 到 200 元,直播打赏|代言品牌|线上/线下 演唱会,直播打赏|代言品牌|漫画等周边,虚拟偶像种类:12.0|相关产品的丰富度:27.0|付费价格:32.0|其他:29.0,,,,,,创立阶段，虚拟偶像种类不多，相关的产品也不多,已经成为一种潮流,视具体情况而定，愿意同时接受两种偶像方式,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 10:43:20,2022-02-04 10:46:07,02分47秒,山东省,淄博市,223.96.32.65,Chrome 92.0.4515.131,Android Linux 11
